link,title,keywords,conclusion,dates,abstract
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7343823/,Sex differences in SARS-CoV-2 infection rates and the potential link to prostate cancer,"Prostate cancer, SARS-CoV-2, Respiratory tract diseases","The COVID-19 disease pandemic caused by the rapid spread of acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection has affected more than 7,500,000 cases and claimed more than 430,000 lives (https://coronavirus.jhu.edu). The disease has resulted in substantial individual and societal costs and presents a significant challenge to the global scientific and medical community. COVID-19 affects both sexes, and every age group and ethnicity, albeit to varying degrees. COVID-19 disease burden is disproportionately higher in men, and adverse outcomes are further compounded by older age and comorbidities.",Published online 2020 Jul 30.,null
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7831729/,"Epidemiology of COVID-19 in Mexico, symptomatic profiles and presymptomatic people",null,null,Published online 2020 Sep 19.,
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7817872/,A distinct innate immune signature marks progression from mild to severe COVID-19,"SARS-CoV-2, COVID-19, innate immune response, mass cytometry, proteomics, monocytes, inflammation, emergency granulopoiesis, sialoadhesin, CD169, CCL3, MIP1α","Coronavirus disease 2019 (COVID-19) was first identified in December 2019 in Wuhan, China.1 The disease developed into a global pandemic, with 60 million confirmed cases and close to 1.5 million confirmed deaths as of the end of November 2020.2 The clinical presentation of COVID-19 can vary from asymptomatic cases to an acute respiratory distress syndrome (ARDS), requiring mechanical ventilation.3 Approximately 5% of those clinically diagnosed with COVID-19 develop ARDS and generally experience a sudden deterioration after ∼1week of symptom onset.4",Published online 2020 Oct 7.,"The coronavirus disease-2019 (COVID-19) pandemic has resulted in a proliferation of clinical trials designed to slow the spread of severe acute respiratory syndrome-coronavirus-2 (SARS-CoV-2). Many therapeutic agents that are being used to treat patients with COVID-19 are repurposed treatments for influenza, Ebola, or for malaria that were developed decades ago and are unlikely to be familiar to the cardiovascular and cardio-oncology communities. Here, we provide a foundation for cardiovascular and cardio-oncology physicians on the front line providing care to patients with COVID-19, so that they may better understand the emerging cardiovascular epidemiology and the biological rationale for the clinical trials that are ongoing for the treatment of patients with COVID-19."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7843072/,Cutaneous Manifestations in Patients With COVID-19: Clinical Characteristics and Possible Pathophysiologic Mechanisms,null,null,Published online 2020 Jul 2.,"The coronavirus disease-2019 (COVID-19) pandemic has resulted in a proliferation of clinical trials designed to slow the spread of severe acute respiratory syndrome-coronavirus-2 (SARS-CoV-2). Many therapeutic agents that are being used to treat patients with COVID-19 are repurposed treatments for influenza, Ebola, or for malaria that were developed decades ago and are unlikely to be familiar to the cardiovascular and cardio-oncology communities. Here, the authors provide a foundation for cardiovascular and cardio-oncology physicians on the front line providing care to patients with COVID-19, so that they may better understand the emerging cardiovascular epidemiology and the biological rationale for the clinical trials that are ongoing for the treatment of patients with COVID-19."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7753707/,Antiretrovirals for Prophylaxis Against COVID‐19: A Comprehensive Literature Review,null,null,null,"SARS-CoV-2, which majorly affects the lungs and respiratory tract is thought due to dysregulation of the immune system which causes an immense imbalance of the cytokines. However, till now no standard treatment has been developed in treating the disease. On the other hand, it becomes important to prevent the acute respiratory tract infection due to COVID-19 which is the most dangerous phase leading to increased mortality. Hence this systematic review has been framed by pooling the available data of the use of stem cells in SARS-CoV-2, SARS-CoV, MERS-CoV and ARDS."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7299399/,Toward Nanotechnology-Enabled Approaches against the COVID-19 Pandemic,null,null,Published online 2020 Dec 4.,"Cancer patients are at increased risk of death from severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Cancer and its treatment affect many haematological and biochemical parameters, therefore we analysed these prior to and during coronavirus disease 2019 (COVID-19) and correlated them with outcome."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7553166/,Multi-Clonal Live SARS-CoV-2 In Vitro Neutralization by Antibodies Isolated from Severe COVID-19 Convalescent Donors,null,null,Published online 2020 Apr 17.,"COVID-19 is a present-day complex pandemic infection with unpredictable levels of morbidity and mortality in various global populations. COVID-19 is associated with the different comorbidities with its change in biological function such as causing heart dysfunction via deregulating ACE-2 receptor, gastrointestinal risk via causing vomiting, diarrhea, and abdominal pain, chronic kidney disease via proteinuria and hematuria, diabetes mellitus, liver injury via increasing ALT, AST and bilirubin level, lung injury, CNS risk, ocular risk, and cancer risk. In this, we are focused on the COVID-19 connected with male infertility. Some of the studies show that the patients of COVID-19 are associated with impaired spermatogenesis. Impaired spermatogenesis via COVID-19 decreases the level of testosterone by disturbing cytokines such as TNF-α, IL-4, IL-6, and IL-12 and further, attenuates the sperm count. COVID-19 is causing inflammation via TNF-α and interferons. IL-4 plays an eminent role in the activation of the JAK-STAT pathway and leads to the disturbing pro-inflammatory cytokine as well as further cause’s male infertility. Th2 activates the IL-4 through IgG and IgE and mediates apoptosis with the triggering of STAT signaling. The activated STAT signaling augments Batf/Irf4, and the Bach2/Batf pathway. On the other hand, SARS-CoV-2 is activating the level of Th2 cells. So, we hypothesized that the augmented Th2 cells would disturb the level of IL-4, JAK-STAT signaling, Batf/Irf4, and Bach2/Batf pathway. The disturbed IL-4 decreases the level of the ACE-2 with the inflammation. This further leads to male infertility in COVID-19 patients. So, in this hypothesis, we focused on the role of IL-4 in COVID-19 patients associated with male infertility via Th2 cells and JAK-STAT signaling."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7671522/,Prognostic factors for severity and mortality in patients infected with COVID-19: A systematic review,null,null,Published online 2020 Apr 16.,"A number of severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) infections have been reported in neonates. Here, we aim to clarify the transmission route, clinical features and outcomes of these infections. We present a meta-analysis of 176 published cases of neonatal SARS-CoV-2 infections that were defined by at least one positive nasopharyngeal swab and/or the presence of specific IgM. We report that 70% and 30% of infections are due to environmental and vertical transmission, respectively. Our analysis shows that 55% of infected neonates developed COVID-19; the most common symptoms were fever (44%), gastrointestinal (36%), respiratory (52%) and neurological manifestations (18%), and lung imaging was abnormal in 64% of cases. A lack of mother–neonate separation from birth is associated with late SARS-CoV-2 infection (OR 4.94 (95% CI: 1.98–13.08), p = 0.0002; adjusted OR 6.6 (95% CI: 2.6–16), p < 0.0001), while breastfeeding is not (OR 0.35 (95% CI: 0.09–1.18), p = 0.10; adjusted OR 2.2 (95% CI: 0.7–6.5), p = 0.148). Our findings add to the literature on neonatal SARS-CoV-2 infections."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7764173/,Piece of Cake: Coping with COVID-19,"stress, food choice, coping, COVID-19, snack, employment, mental health, salty, sweet, whole food","In order to limit the spread of the coronavirus disease 2019 (COVID-19), countries around the world implemented public health measures, including physical distancing requirements to prevent close contact between people. These measures resulted in various home confinement directives comprising stay-at-home orders, isolation requirements, lockdowns that prohibit normal daily activities, such as going to school or work, visiting gyms or restaurants, or large social gatherings. During this time, many individuals transitioned rapidly to working from home where possible, but many others suffered job loss or worked fewer hours, while those on the front lines worked more and longer hours [1,2]. Accordingly, in addition to coping with the immediate health threat of COVID-19, individuals also coped with abrupt lifestyle adjustments as a result of employment change, often leading to economic hardships, as well as home isolation [3]. These sudden lifestyle changes frequently manifested as psychosocial stressors with negative consequences for mental health [4,5], including increased reports of depression and anxiety during the first wave of COVID-19 transmission [6,7,8,9,10,11]. Importantly, the combination of lifestyle and psychosocial stressors can be detrimental for body weight management, which can influence metabolic syndrome and overall physical health [12].",Published online 2021 Jan 28.,null
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7591869/,Detection of SARS-CoV-2 RNA in hospital wastewater from a low COVID-19 disease prevalence area,"SARS-CoV-2, COVID-19, Wastewater, qPCR, Wastewater-based epidemiology, Virology","Coronavirus Disease 2019 (COVID-19) is an ongoing global pandemic caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Symptoms of COVID-19 patients include dry cough, myalgia, fatigue, fever, shortness of breath, diarrhea, anosmia and ageusia (Chen et al., 2020; Guan et al., 2020; Huang et al., 2020; Sharifian-Dorche et al., 2020; Wang et al., 2020). SARS-CoV-2 has spread to almost all countries and territories of the world with more than 30 million confirmed cases and 950,000 deaths (WHO, 2020).",Published online 2020 Nov 27.,"The world is engulfed by one of the most widespread and significant public health crises in decades as COVID-19 has become among the leading causes of death internationally. The novel SARS-CoV-2 coronavirus which causes COVID-19 has unified the scientific community in search of therapeutic and preventative solutions. The top priorities at the moment are twofold: first, to repurpose already-approved pharmacologic agents or develop novel therapies to reduce the morbidity and mortality associated with the ever-spreading virus. Secondly, the scientific and larger pharmaceutical community have been tasked with the development, testing, and production of a safe and effective vaccine as a longer-term solution to prevent further spread and recurrence throughout the populace. The purpose of this article is to review the most up-to-date published data regarding both the leading pharmacological therapies undergoing clinical trials and vaccine candidates in development to stem the threat of COVID-19."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7823986/,Nucleic Acid-Based Diagnostic Tests for the Detection SARS-CoV-2: An Update,"COVID-19, rapid test, RT-PCR, isothermal, lateral flow, LAMP, CRISPR, sequencing, NGS, POC","The World Health Organization (WHO) China Country Office was first alerted to a cluster of pneumonia cases of unknown etiology in late December 2019, marking the beginning of what has come to be known as the coronavirus disease 2019 (COVID-19) [1]. Within a month’s time, a novel betacoronavirus named severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) was identified as the causative agent, its complete genome sequence was released [2] and standardized laboratory protocols for COVID-19 were developed [3,4,5,6]. Whereas the SARS epidemic in 2003 was effectively brought under control in eight months, the number of new cases and new deaths caused by COVID-19 have continued to soar with over 2.8 million new cases and 39,712 new deaths reported in the week ending on 25 October 2020 [7]. The health care system of a nation can be stretched to capacity and even overwhelmed when there is a rapid rise in COVID-19 cases due to the need for dedicated wards, medical personnel, and substantial use of limited ICU resources [8]. This makes the availability of accurate diagnostic tools for the timely detection of SARS-CoV-2 extremely important so that the isolation of cases, delivery of appropriate patient care and tracing of close contacts can be executed in parallel with the implementation of other non-pharmacological preventive measures to suppress and mitigate the spread of this disease [9,10]. With the complete SARS-CoV-2 genomes released in public databases earlier during the epidemic [11,12], laboratories and commercial in vitro diagnostic (IVD) manufacturers were able to develop their own molecular tests in record time, as by 9 March 2020 more than 200 applications for test performance evaluation were received by the Foundation for Innovative New Diagnostics [13].",Published online 2020 Sep 30.,null
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7803470/,Central and peripheral nervous system complications of COVID-19: a prospective tertiary center cohort with 3-month follow-up,null,null,Published online 2020 Oct 15.,"The practicability of a prototype capillary whole-blood IgG-IgM COVID-19 self-test (Exacto® COVID-19 self-test, Biosynex Swiss SA, Freiburg, Switzerland) as a serological screening tool for SARS-CoV-2 infection adapted to the general public was evaluated in a cross-sectional, general adult population study performed between April and May 2020 in Strasbourg, France, consisting of face-to-face, paper-based, semi-structured, and self-administrated questionnaires. Practicability was defined as the correct use of the self-test and the correct interpretation of the result. The correct use of self-test was conditioned by the presence of the control band after 15-min of migration. The correct interpretation of the tests was defined by the percent agreement between the tests results read and interpret by the participants compared to the expected results coded by the numbers and verified by trained observers. A total of 167 participants (52.7% female; median age, 35.8 years; 82% with post-graduate level) were enrolled, including 83 and 84 for usability and test results interpretation substudies, respectively. All participants (100%; 95% CI: 95.6–100) correctly used the self-test. However, 12 (14.5%; 95% CI: 8.5–23.6) asked for verbal help. The percent agreement between the tests results read and interpret by the participants compared to the expected results was 98.5% (95% CI: 96.5–99.4). However, misinterpretation occurred in only 2.3% of positive and 1.2% of invalid test results. Finally, all (100%) participants found that performing the COVID-19 self-test was easy; and 98.8% found the interpretation of the self-test results easy. Taken together, these pilot observations demonstrated for the first-time, high practicability and satisfaction of COVID-19 self-testing for serological IgG and IgM immune status, indicating its potential for use by the general public to complete the arsenal of available SARS-CoV-2 serological assays in the urgent context of the COVID-19 epidemic."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7725793/,The Effects of Air Pollution on COVID-19 Infection and Mortality—A Review on Recent Evidence,"air pollution, COVID-19, infection, mortality, public health","The outbreak of COVID-19 has created a global health crisis. Most of the countries in the world have been affected by COVID-19 infection. However, some regions have been more badly affected in terms of infections and fatality rates than others. These remarkable variations have raised significant questions related to the influence of air pollution to the extent of COVID-19 infections, and its mortality rate around the world. The exact reasons for this are not yet clear; some key aspects of the topic require further investigation.",null,null
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7377983/,"The interaction of RAAS inhibitors with COVID-19: Current progress, perspective and future","COVID-19, SARS-CoV-2, RAAS inhibitor, ACE2","Coronavirus disease 2019 (COVID-19), arising from severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection, is currently defined as the worst pandemic disease, resulting in substantial medical and financial burden [[1], [2], [3]]. SARS-CoV-2 enters human lung cells via the binding of its viral spike (S) protein to the membrane-bound form of angiotensin-converting enzyme 2 (ACE2) [4]. ACE2 plays a critical role in the regulation of the renin-angiotensin-aldosterone system (RAAS) since it can catalyze angiotensin II (Ang II) to generate Ang 1–7, which exerts a protective effect on lung injury [5,6]. Literature reports have found that hypertension is the most common comorbidity in patients infected with SARS-CoV-2, with rates of 30% in a study of 191 adult patients [7] and 16.9% in a study comprising 1590 patients [8]. ACE inhibitors (ACEIs) and angiotensin receptor blockers (ARBs) are the cornerstone of antihypertensive therapy; nevertheless, they may increase the expression of ACE2 and even increase the risk of infection [9]. Except for patients with hypertension, patients with myocardial infarction, heart failure, diabetes and chronic kidney disease may also be administered RAAS blockers in disease management [[10], [11], [12], [13]]. Considering the large number of patients using RAAS inhibitors worldwide, concerns that RAAS blockers increase the risk of COVID-19 have caught the attention of and have been debated among professionals.",Published online 2020 Nov 17.,"The 2019 coronavirus disease (COVID-19) pandemic is caused by severe acute respiratory syndrome-coronavirus-2 (SARS-CoV-2). Clinical outcomes, including mortality, are worse in males, older individuals and patients with comorbidities. COPD patients are included in shielding strategies due to their susceptibility to virus-induced exacerbations, compromised pulmonary function and high prevalence of associated comorbidities. Using evidence from basic science and cohort studies, this review addresses key questions concerning COVID-19 and COPD. First, are there mechanisms by which COPD patients are more susceptible to SARS-CoV-2 infection? Secondly, do inhaled corticosteroids offer protection against COVID-19? And, thirdly, what is the evidence regarding clinical outcomes from COVID-19 in COPD patients? This up-to-date review tackles some of the key issues which have significant impact on the long-term outlook for COPD patients in the context of COVID-19."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7674982/,Smoking and COVID-19: What we know so far,"Coronavirus disease 2019 (COVID-19), Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), Smoking, Angiotensin-converting-enzyme (ACE)-II, Therapeutic targets","The World Health Organization (WHO) estimates there are approximately 1.1 billion daily smokers globally at present, which is projected to increase to 1.3 billion daily smokers globally by 2025 [1]. Tobacco smoke is a complex mixture of more than 5000 chemicals/carcinogens/toxins [2], and is one of the major sources of exposure to chemically-mediated diseases in humans, and perhaps in other living organisms [3]. Smoking is one of the risk factors for the development and worsening of multiple respiratory diseases, including infections [4,5]. In particular, tobacco smoking is one of the main contributors to respiratory diseases that include chronic obstructive pulmonary disease (COPD) and lung cancer [6,7]. Smoking is also an independent risk factor for community-acquired pneumonia (CAP) due to disruption in the repair of respiratory epithelium and reduced bacteria clearance from the airways [8,9]. Furthermore, epidemiological studies have highlighted the role of smoking in the establishment of active tuberculosis (TB), reduction in anti-TB immunity, and TB-related mortality [[10], [11], [12], [13], [14]]. The WHO presented worrying statistics that lung-related deaths due to smoking, including second-hand smoke, totaled 3.3 million in 2017 and included 1.5 million people dying from chronic respiratory diseases and 1.2 million deaths from cancer (tracheal, bronchus and lung) [15].",null,null
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7361465/,Systematic review with meta‐analysis: liver manifestations and outcomes in COVID‐19,null,null,Published online 2020 Oct 15.,SARS-CoV-2 infection is currently the most significant public health challenge. Its presentation ranges from mild to severe respiratory failure and septic shock. Rapid transmission of the virus is dangerous with a high possibility of life-threatening complications. Lack of treatment standards for SARS-CoV-2 is responsible for the current dilemma in clinical medicine.
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7813504/,Mechanisms of thrombosis and cardiovascular complications in COVID-19,"SARS-CoV-2, COVID-19, Thromboembolism, Cardiovascular complications, D-dimer","COVID-19 disease is characterised by the interactions between hyperactive coagulation and complement systems – induced by hyper-inflammatory conditions, resulting in a pro-thrombotic state and diffuse tissue injury. There are several promising prognostic markers of disease severity, with D-dimer the most significant. The presence of thrombocytopenia appears to be a key indicator of patient deterioration.",null,null
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7793341/,"The AndroCoV Clinical Scoring for COVID-19 Diagnosis: A Prompt, Feasible, Costless, and Highly Sensitive Diagnostic Tool for COVID-19 Based on a 1757-Patient Cohort","covid-19, sars-cov-2, pandemic, diagnosis, covid-19 diagnosis, anosmia, ageusia, clinical diagnosis of covid-19, rtpcr, rtpcr-sars-cov-2",Introduction,Published online 2020 Nov 4.,null
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7753779/,"Dynamics of NK, CD8 and Tfh cell mediated the production of cytokines and antiviral antibodies in Chinese patients with moderate COVID‐19","CD8, COVID‐19, NK, Tfh, TIM‐3","The outbreak of coronavirus disease 2019 (COVID‐19), which is caused by severe acute respiratory syndrome coronavirus 2 (SARS‐CoV‐2), is an urgent threat to global health. As it is a pandemic, research on its clinical characteristics, treatment, immune response and vaccine development is urged to be conducted.",null,"The pandemic situation with the emergence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) from China has endangered human lives. Coronavirus disease 2019 (COVID-19) is presented with asymptomatic, mild, or severe pneumonia-like symptoms. COVID-19 patients with diabetes, chronic obstructive pulmonary disease (COPD), cardiovascular diseases (CVD), hypertension, malignancies, HIV, and other comorbidities could develop a life-threatening situation. SARS-CoV-2 utilizes ACE-2 receptors found at the surface of the host cells to get inside the cell. Certain comorbidities are associated with a strong ACE-2 receptor expression and higher release of proprotein convertase that enhances the viral entry into the host cells. The comorbidities lead to the COVID-19 patient into a vicious infectious circle of life and are substantially associated with significant morbidity and mortality. The comorbid individuals must adopt the vigilant preventive measure and require scrupulous management. In this review, we rigorously focused on the impact of common morbidities in COVID-19 patients and recapitulated the management strategies with recent directions. We found limited resources describing the association of comorbidities in COVID-19; however, our review delineates the broader spectrum of comorbidities with COVID-19 patients."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7367788/,Pipeline Pharmacological Therapies in Clinical Trial for COVID-19 Pandemic: a Recent Update,null,null,Published online 2021 Jan 7.,
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7503392/,The HMOX1 Pathway as a Promising Target for the Treatment and Prevention of SARS-CoV-2 of 2019 (COVID-19),"SARS-CoV-2, HMOX1, ORF3a, HMOX1-ORF3a, natural compounds, anti-viral therapy","The ongoing coronavirus disease of 2019 (COVID-19) or severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection poses an unprecedented threat to public health as a global pandemic accompanied with high incidence of mortalities [1]. Most of the COVID-19 fatalities are due to respiratory failure caused by acute respiratory distress syndrome (ARDS) [2]. Characterized by clinical symptoms such as fevers or chills, shortness of breath, muscle, and body aches [3], this flu-like disease has resulted in staggering outcomes with multiple mechanisms of action. In addition, recent studies have shown that fatalities of patients on mechanical ventilation over the age of 65 was 97.2%, significantly higher compared to 76.4% for ages ranging from 18 to 65 [4]. Owing to a large spike recently, especially among the elderly population, it has become imperative to identify new safe and effective therapeutic strategies that include, but are not limited to, anti-viral therapy, vaccines and immune-modulating drugs [5].",null,null
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7833276/,Laboratory evaluation of SARS-CoV-2 in the COVID-19 pandemic,null,null,null,"In order to benefit the public, community workers and scientific community, we hereby present a chronicle of SARS-CoV-2 that leads to the unseen precedent of social distancing and lockdown owing to coronavirus disease (COVID-19). Information on this life-threatening pandemic of COVID-19 is sparse and discrete; and the urgency is such that the dissemination of information is increasing with numerous daily publications on the topic. Therefore, we developed a comprehensive review on various aspects of SARS-CoV-2 and COVID-19. We scientifically compiled published research, news, and reports from various sources to comprehend and summarize the information and findings on Coronaviruses. The review explicitly covers the aspects like genome and pedigree of SARS-CoV-2; epidemiology, prognosis, pathogenesis, symptoms and diagnosis of COVID-19 in order to catalog the right information on transmission route, and influence of environmental factors on virus transmissions, for the robust understanding of right strategical steps for proper COVID-19 management. We have explicitly highlighted several useful information and facts like: i) No established relationship between progression of SARS-CoV-2 with temperature, humidity and/or both, ii) The underlying mechanism of SARS-CoV-2 is not fully understood, iii) Respiratory droplet size determines drop and airborne-based transmission, iv) Prognosis of COVID-19 can be done by its effects on various body organs, v) Infection can be stopped by restricting the binding of S protein and AE2, vi) Hydroxychloroquine is believed to be better than chloroquine for COVID-19, vii) Ivermectin with Vero-hSLAM cells is able to reduce infection by ~5000 time within 2 days, and viii) Nafamostat mesylate can inhibit SARS-CoV-2 S protein-initiated membrane fusion. We have also suggested future research perspectives, challenges and scope."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7544968/,Mortality in COVID-19 patients with acute respiratory distress syndrome and corticosteroids use: a systematic review and meta-analysis,"Acute respiratory distress syndrome, coronavirus disease 2019, corticosteroids, mortality","A novel coronavirus, termed severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), was identified in late 2019 as the causative pathogen for an outbreak of severe pneumonia cases in Wuhan, China, later referred to as novel coronavirus disease 2019 (COVID-19). The unprecedented rate at which COVID-19 is spreading across the globe has perhaps surprised most of the epidemiologists in the world, which may be related to difficulties in the identification of asymptomatic SARS-CoV-2 carrier. While some patients had a relatively mild course of the disease, showing little or no symptoms, it was reported that about 20% of COVID-19 patients required hospitalization, mainly due to severe respiratory manifestations [1–7]. The major morbidity and mortality of hospitalized COVID-19 patients are attributed to acute viral pneumonitis leading to acute respiratory distress syndrome (ARDS) [1,2,8–10]. Based on the previously reported experience with SARS outbreak in 2003, a substantial number of patients (15–49%) developed respiratory failure leading to ARDS, with a mortality rate of 13–64% [11–14]. While SARS-CoV-2 is more contagious than SARS-CoV, the overall estimated case fatality rate of COVID-19 to date was lower than the SARS (0.82–9.64% versus 11%), and thus it is difficult to predict the fatality rate of COVID-19 patients upon the development of ARDS based on extrapolation from SARS patients [15,16]. Besides, there have been advancements in the management of ARDS since the SARS outbreak which occurred 17 years ago which may lead to more favorable clinical outcomes among COVID-19 patients with ARDS.",Published online 2020 Aug 4.,"In December 2019, an outbreak of novel coronavirus pneumonia (NCP) occurred in Wuhan, Hubei province, and rapidly spread to the whole of China, Southeast Asia, Europe, and the Americas. The State Health Committee of the People's Republic of China (PRC) included novel coronavirus pneumonia as a category B infectious disease, but management measures for category A infectious diseases were adopted in China due to its strong infectivity, meaning that new discovered cases are required to be reported within 2 and 6 h in the city and countryside, respectively (1). The World Health Organization (WHO) named the disease as coronavirus disease 2019 (COVID-19), and the International Committee on the Taxonomy of Viruses named the virus as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (2). Major clinical presentations of COVID-19 are initially characterized by fever, fatigue, and cough, which are almost indistinguishable from influenza (3, 4). However, some patients present with non-respiratory symptoms at onset, such as in the nervous, digestive, and cardiovascular systems (5–7). Central nervous system (CNS) infections mostly refers to inflammation caused by pathogens (i.e., bacteria, viruses, and parasites) invading into the CNS, which are mostly manifested as headache, vomiting, convulsions, dysphagia, paresis, anosmia, etc. (8, 9). Patients infected by SARS-CoV-2 can complicate with some neurological symptoms, such as headache, confusion, dizziness, impaired consciousness, altered mental status, ataxia, epilepsy, and skeletal muscle symptoms (10–14), combined with some respiratory symptoms, which could be misdiagnosed as CNS infections caused by other pathogens. These misdiagnoses not only delay the treatment but also increase the exposure risk of other patients and healthcare workers, or even nosocomial exposure risk (9, 15). Therefore, additional attention should be paid to the screening and identification of patients with CNS infection in clinical practice. In this paper, we discuss and summarize the difficulties and countermeasures faced in the fastlane treatment for diagnosis of CNS infections during the COVID-19 outbreak, hoping to provide reference and assistance to other physicians."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7787249/,Brain Disease Network Analysis to Elucidate the Neurological Manifestations of COVID-19,null,null,Published online 2020 Sep 10.,"The unpredictability and uncertainty of the COVID-19 pandemic; the associated lockdowns, physical distancing, and other containment strategies; and the resulting economic breakdown could increase the risk of mental health problems and exacerbate health inequalities. Preliminary findings suggest adverse mental health effects in previously healthy people and especially in people with pre-existing mental health disorders. Despite the heterogeneity of worldwide health systems, efforts have been made to adapt the delivery of mental health care to the demands of COVID-19. Mental health concerns have been addressed via the public mental health response and by adapting mental health services, mostly focusing on infection control, modifying access to diagnosis and treatment, ensuring continuity of care for mental health service users, and paying attention to new cases of mental ill health and populations at high risk of mental health problems. Sustainable adaptations of delivery systems for mental health care should be developed by experts, clinicians, and service users, and should be specifically designed to mitigate disparities in health-care provision. Thorough and continuous assessment of health and service-use outcomes in mental health clinical practice will be crucial for defining which practices should be further developed and which discontinued. For this Position Paper, an international group of clinicians, mental health experts, and users of mental health services has come together to reflect on the challenges for mental health that COVID-19 poses. The interconnectedness of the world made society vulnerable to this infection, but it also provides the infrastructure to address previous system failings by disseminating good practices that can result in sustained, efficient, and equitable delivery of mental health-care delivery. Thus, the COVID-19 pandemic could be an opportunity to improve mental health services."
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7662576/,Coronavirus Disease-19: An Interim Evidence Synthesis of the World Association for Infectious Diseases and Immunological Disorders (Waidid),"COVID-19, coronavirus, intensive care management, prevention, workplace safety, infection control, SARS-CoV-2, physical distancing","In December 2019, a cluster of pneumonia cases of an unknown cause was reported in Wuhan city, the capital of Hubei province in China (1). The novel coronavirus, subsequently named severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) was identified via deep sequencing of patients' respiratory tract samples (2); the disease was designated in February 2020 by the World Health Organization (WHO) as coronavirus disease 2019 (COVID-19) (3). The original cluster of cases was linked to a seafood market with presumed zoonotic transmission, followed by efficient person-to-person transmission (4). Since the initial reports, COVID-19 has rapidly spread from Wuhan to the rest of the world with cases and fatalities increasing rapidly. The WHO declared COVID-19 as a pandemic on March 11 2020.",null,null
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7769541/,Fabry disease and COVID-19: international expert recommendations for management based on real-world experience,"chloroquine, COVID-19, enzyme replacement therapy, Fabry disease, lysosome, pathogenesis, prevention, SARS-CoV-2","Fabry disease (FD; OMIM #301500) is a progressive, multisystemic, X-linked genetic disease caused by pathogenic variants in the GLA gene encoding the α-galactosidase enzyme [1]. Deficient α-galactosidase enzyme activity leads to progressive storage of glycosphingolipids, particularly globotriaosylceramide (Gb3/GL3) and its deacylated derivative globotriaosylsphingosine (lysoGb3/lysoGL3), resulting in a cascade of pathogenic effects including cellular dysfunction and demise, vascular injury, inflammation and tissue fibrosis. When α-galactosidase activity is severely deficient, it results in classic FD, a childhood-onset multisystemic disorder with reduced life expectancy in untreated patients, owing to cardiac complications, end-stage renal disease and stroke [1]. Nonclassic or later-onset FD arises in patients with some residual enzyme activity; it is still life-impacting but is characterized by a more variable disease course, in which onset is post-childhood and the main disease manifestations may be limited to a single organ [2, 3].",Published online 2020 May 15.,null
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7381863/,COVID-19: immunopathogenesis and Immunotherapeutics,"Infectious diseases, Immunotherapy","The current coronavirus disease 2019 (COVID-19) outbreak is a worldwide emergency, as its rapid spread and high mortality rate has caused severe disruptions. The number of people infected with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the causative agent of COVID-19, is rapidly increasing worldwide. Patients with COVID-19 can develop pneumonia,1,2 severe symptoms of acute respiratory distress syndrome (ARDS), and multiple organ failure.2–4",Published online 2020 Oct 20.,The ABO and rhesus (Rh) blood groups may influence risk for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection.
